movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
Elizabeth: The Golden AgeÂ ,Shekhar Kapur,202,114,Abbie Cornish,Eddie Redmayne,Biography,Drama,"$16,264,475.00 ",216,English,UK,PG-13,"$55,000,000.00 ",2007,6.9,54787,"-$38,735,525.00"
Ã†on FluxÂ ,Karyn Kusama,178,93,Sophie Okonedo,Charlize Theron,Action,Sci-Fi,"$25,857,987.00 ",532,English,USA,PG-13,"$62,000,000.00 ",2005,5.5,110614,"-$36,142,013.00"
Gods and GeneralsÂ ,Ron Maxwell,84,280,Bruce Boxleitner,Billy Campbell,Drama,History,"$12,870,569.00 ",497,English,USA,PG-13,"$56,000,000.00 ",2003,6.3,13215,"-$43,129,431.00"
TurbulenceÂ ,Robert Butler,44,100,Lauren Holly,Hector Elizondo,Action,Thriller,"$11,466,088.00 ",84,English,USA,R,"$71,000,000.00 ",1997,4.7,8983,"-$59,533,912.00"
Imagine ThatÂ ,Karey Kirkpatrick,93,107,Ronny Cox,Stephen Root,Comedy,Drama,"$16,088,610.00 ",39,English,USA,PG,"$55,000,000.00 ",2009,5.6,10417,"-$38,911,390.00"
Muppets Most WantedÂ ,James Bobin,277,119,Tina Fey,Ty Burrell,Adventure,Comedy,"$51,178,893.00 ",110,English,USA,PG,"$50,000,000.00 ",2014,6.4,24285,"$1,178,893.00"
ThunderbirdsÂ ,Jonathan Frakes,76,95,Philip Winchester,Sophia Myles,Action,Adventure,"$6,768,055.00 ",229,English,UK,PG,"$57,000,000.00 ",2004,4.2,11148,"-$50,231,945.00"
BurlesqueÂ ,Steve Antin,197,119,Peter Gallagher,Eric Dane,Drama,Music,"$39,440,655.00 ",222,English,USA,PG-13,"$55,000,000.00 ",2010,6.4,61680,"-$15,559,345.00"
A Very Long EngagementÂ ,Jean-Pierre Jeunet,186,133,AndrÃ© Dussollier,Denis Lavant,Drama,Mystery,"$6,167,817.00 ",239,French,France,R,"$47,000,000.00 ",2004,7.7,62607,"-$40,832,183.00"
LolitaÂ ,Stanley Kubrick,103,152,Shelley Winters,James Mason,Crime,Drama,"$25,517,500.00 ",207,English,UK,Not Rated,"$2,000,000.00 ",1962,7.7,67822,"$23,517,500.00"
Eye See YouÂ ,Jim Gillespie,66,96,Tom Berenger,Sylvester Stallone,Crime,Horror,"$25,517,500.00 ",142,English,USA,R,"$55,000,000.00 ",2002,5.3,19706,"-$29,482,500.00"
Blade IIÂ ,Guillermo del Toro,224,117,Thomas Kretschmann,Norman Reedus,Action,Horror,"$81,645,152.00 ",559,English,USA,R,"$54,000,000.00 ",2002,6.7,158267,"$27,645,152.00"
Seven PoundsÂ ,Gabriele Muccino,202,123,Rosario Dawson,Will Smith,Drama,Romance,"$69,951,824.00 ",599,English,USA,PG-13,"$55,000,000.00 ",2008,7.7,232710,"$14,951,824.00"
Bullet to the HeadÂ ,Walter Hill,279,92,Jason Momoa,Sylvester Stallone,Action,Thriller,"$9,483,821.00 ",131,English,USA,R,"$55,000,000.00 ",2012,5.7,39247,"-$45,516,179.00"
The Godfather: Part IIIÂ ,Francis Ford Coppola,110,170,Joe Mantegna,Al Pacino,Crime,Drama,"$66,676,062.00 ",545,English,USA,R,"$54,000,000.00 ",1990,7.6,267980,"$12,676,062.00"
ElizabethtownÂ ,Cameron Crowe,190,123,Kirsten Dunst,Orlando Bloom,Comedy,Drama,"$26,838,389.00 ",495,English,USA,PG-13,"$57,000,000.00 ",2005,6.4,58658,"-$30,161,611.00"
"You, Me and DupreeÂ ",Anthony Russo,136,110,Billy Gardell,Todd Stashwick,Comedy,Romance,"$75,604,320.00 ",195,English,USA,PG-13,"$54,000,000.00 ",2006,5.6,68417,"$21,604,320.00"
Superman IIÂ ,Richard Lester,121,116,Ned Beatty,Margot Kidder,Action,Adventure,"$108,200,000.00 ",269,English,USA,PG,"$54,000,000.00 ",1980,6.8,76331,"$54,200,000.00"
GigliÂ ,Martin Brest,131,121,Lenny Venito,Todd Giebenhain,Comedy,Crime,"$5,660,084.00 ",418,English,USA,R,"$54,000,000.00 ",2003,2.4,41620,"-$48,339,916.00"
All the King's MenÂ ,Steven Zaillian,127,128,Anthony Hopkins,Kate Winslet,Drama,Thriller,"$7,221,458.00 ",178,English,Germany,PG-13,"$55,000,000.00 ",2006,6.2,20740,"-$47,778,542.00"
ShaftÂ ,John Singleton,160,99,Vanessa Williams,Christian Bale,Action,Crime,"$70,327,868.00 ",301,English,Germany,R,"$46,000,000.00 ",2000,5.9,58416,"$24,327,868.00"
AnastasiaÂ ,Don Bluth,78,94,Kelsey Grammer,Kirsten Dunst,Adventure,Animation,"$58,297,830.00 ",191,English,USA,G,"$50,000,000.00 ",1997,7.1,86347,"$8,297,830.00"
Moulin Rouge!Â ,Baz Luhrmann,209,127,Kylie Minogue,Jim Broadbent,Drama,Musical,"$57,386,369.00 ",2319,English,USA,PG-13,"$52,500,000.00 ",2001,7.6,224013,"$4,886,369.00"
Domestic DisturbanceÂ ,Harold Becker,98,89,Teri Polo,Steve Buscemi,Crime,Mystery,"$45,207,112.00 ",190,English,USA,PG-13,"$53,000,000.00 ",2001,5.5,21283,"-$7,792,888.00"
Black MassÂ ,Scott Cooper,391,123,Benedict Cumberbatch,Johnny Depp,Biography,Crime,"$62,563,543.00 ",289,English,USA,R,"$53,000,000.00 ",2015,7,115216,"$9,563,543.00"
Flags of Our FathersÂ ,Clint Eastwood,279,135,Chris Bauer,Paul Walker,Drama,History,"$33,574,332.00 ",415,English,USA,R,"$90,000,000.00 ",2006,7.1,101221,"-$56,425,668.00"
Law Abiding CitizenÂ ,F. Gary Gray,216,118,Leslie Bibb,Gerard Butler,Crime,Drama,"$73,343,413.00 ",429,English,USA,R,"$50,000,000.00 ",2009,7.4,217480,"$23,343,413.00"
GrindhouseÂ ,Robert Rodriguez,250,189,Rosario Dawson,Quentin Tarantino,Action,Horror,"$25,031,037.00 ",532,English,USA,R,"$53,000,000.00 ",2007,7.6,155496,"-$27,968,963.00"
BelovedÂ ,Jonathan Demme,78,172,Kimberly Elise,Oprah Winfrey,Drama,History,"$22,843,047.00 ",207,English,USA,R,"$55,000,000.00 ",1998,5.9,6082,"-$32,156,953.00"
Lucky YouÂ ,Curtis Hanson,106,124,Robert Duvall,Robert Downey Jr.,Drama,Romance,"$5,755,286.00 ",63,English,USA,PG-13,"$55,000,000.00 ",2007,5.9,18310,"-$49,244,714.00"
Catch Me If You CanÂ ,Steven Spielberg,194,141,Tom Hanks,Leonardo DiCaprio,Biography,Crime,"$164,435,221.00 ",667,English,USA,PG-13,"$52,000,000.00 ",2002,8,525801,"$112,435,221.00"
Zero Dark ThirtyÂ ,Kathryn Bigelow,558,157,Harold Perrineau,Jennifer Ehle,Drama,History,"$95,720,716.00 ",640,English,USA,R,"$40,000,000.00 ",2012,7.4,216032,"$55,720,716.00"
The Break-UpÂ ,Peyton Reed,183,106,John Michael Higgins,Jon Favreau,Comedy,Drama,"$118,683,135.00 ",483,English,USA,PG-13,"$52,000,000.00 ",2006,5.8,102167,"$66,683,135.00"
Mamma Mia!Â ,Phyllida Lloyd,238,108,Meryl Streep,Colin Firth,Comedy,Family,"$143,704,210.00 ",611,English,USA,PG-13,"$52,000,000.00 ",2008,6.3,145974,"$91,704,210.00"
Valentine's DayÂ ,Garry Marshall,186,125,Taylor Lautner,Bradley Cooper,Comedy,Romance,"$110,476,776.00 ",211,English,USA,PG-13,"$52,000,000.00 ",2010,5.7,95437,"$58,476,776.00"
The Dukes of HazzardÂ ,Jay Chandrasekhar,144,107,Jessica Simpson,Alice Greczyn,Action,Adventure,"$80,270,227.00 ",612,English,USA,PG-13,"$50,000,000.00 ",2005,5.1,66382,"$30,270,227.00"
The Thin Red LineÂ ,Terrence Malick,156,215,Miranda Otto,Nick Stahl,Drama,War,"$36,385,763.00 ",1448,English,USA,R,"$52,000,000.00 ",1998,7.6,138941,"-$15,614,237.00"
The Change-UpÂ ,David Dobkin,215,118,Olivia Wilde,Ryan Reynolds,Comedy,Fantasy,"$37,035,845.00 ",149,English,USA,R,"$52,000,000.00 ",2011,6.4,136680,"-$14,964,155.00"
Man on the MoonÂ ,Milos Forman,140,118,Gerry Becker,Matt Price,Biography,Comedy,"$34,580,635.00 ",549,English,UK,R,"$52,000,000.00 ",1999,7.4,100743,"-$17,419,365.00"
CasinoÂ ,Martin Scorsese,133,178,Don Rickles,Robert De Niro,Biography,Crime,"$42,438,300.00 ",533,English,USA,R,"$52,000,000.00 ",1995,8.2,333542,"-$9,561,700.00"
From Paris with LoveÂ ,Pierre Morel,203,92,Amber Rose Revah,Kasia Smutniak,Action,Thriller,"$23,324,666.00 ",211,English,France,R,"$52,000,000.00 ",2010,6.5,97775,"-$28,675,334.00"
Bulletproof MonkÂ ,Paul Hunter,127,104,Mako,Jaime King,Action,Comedy,"$23,020,488.00 ",180,English,USA,PG-13,"$52,000,000.00 ",2003,5.5,42324,"-$28,979,512.00"
"Me, Myself & IreneÂ ",Bobby Farrelly,155,116,Tony Cox,Robert Forster,Comedy,NA,"$90,567,722.00 ",481,English,USA,R,"$51,000,000.00 ",2000,6.5,185878,"$39,567,722.00"
BarnyardÂ ,Steve Oedekerk,98,90,Wanda Sykes,Rob Paulsen,Animation,Comedy,"$72,601,713.00 ",155,English,Germany,PG,"$51,000,000.00 ",2006,5.6,21396,"$21,601,713.00"
Deck the HallsÂ ,John Whitesell,71,93,Jorge Garcia,Matthew Broderick,Comedy,Family,"$35,092,918.00 ",110,English,USA,PG,"$20,000,000.00 ",2006,4.9,15740,"$15,092,918.00"
The Twilight Saga: New MoonÂ ,Chris Weitz,299,130,Kristen Stewart,Robert Pattinson,Adventure,Drama,"$296,623,634.00 ",919,English,USA,PG-13,"$50,000,000.00 ",2009,4.6,220758,"$246,623,634.00"
ShrekÂ ,Andrew Adamson,212,90,Chris Miller,Kathleen Freeman,Adventure,Animation,"$267,652,016.00 ",945,English,USA,PG,"$60,000,000.00 ",2001,7.9,467113,"$207,652,016.00"
The Adjustment BureauÂ ,George Nolfi,413,106,Michael Kelly,Matt Damon,Romance,Sci-Fi,"$62,453,315.00 ",407,English,USA,PG-13,"$50,200,000.00 ",2011,7.1,200035,"$12,253,315.00"
Robin Hood: Prince of ThievesÂ ,Kevin Reynolds,67,155,Morgan Freeman,Alan Rickman,Action,Adventure,"$165,500,000.00 ",322,English,USA,PG-13,"$48,000,000.00 ",1991,6.9,145257,"$117,500,000.00"
Jerry MaguireÂ ,Cameron Crowe,109,139,Kelly Preston,Tom Cruise,Comedy,Drama,"$153,620,822.00 ",318,English,USA,R,"$50,000,000.00 ",1996,7.3,189923,"$103,620,822.00"
TedÂ ,Seth MacFarlane,457,112,Seth MacFarlane,Mila Kunis,Comedy,Fantasy,"$218,628,680.00 ",623,English,USA,R,"$50,000,000.00 ",2012,7,471644,"$168,628,680.00"
As Good as It GetsÂ ,James L. Brooks,156,139,Yeardley Smith,Lupe Ontiveros,Comedy,Drama,"$147,637,474.00 ",470,English,USA,PG-13,"$50,000,000.00 ",1997,7.7,224671,"$97,637,474.00"
Patch AdamsÂ ,Tom Shadyac,55,115,Philip Seymour Hoffman,Robin Williams,Biography,Comedy,"$135,014,968.00 ",375,English,USA,PG-13,"$50,000,000.00 ",1998,6.7,80580,"$85,014,968.00"
Anchorman 2: The Legend ContinuesÂ ,Adam McKay,272,143,Will Ferrell,Harrison Ford,Comedy,NA,"$2,175,312.00 ",346,English,USA,PG-13,"$50,000,000.00 ",2013,6.3,131227,"-$47,824,688.00"
Mr. DeedsÂ ,Steven Brill,117,96,Adam Sandler,Steve Buscemi,Comedy,Romance,"$126,203,320.00 ",309,English,USA,PG-13,"$50,000,000.00 ",2002,5.8,110432,"$76,203,320.00"
Super 8Â ,J.J. Abrams,539,112,AJ Michalka,Joel Courtney,Mystery,Sci-Fi,"$126,975,169.00 ",849,English,USA,PG-13,"$50,000,000.00 ",2011,7.1,287822,"$76,975,169.00"
Erin BrockovichÂ ,Steven Soderbergh,169,131,Albert Finney,Julia Roberts,Biography,Drama,"$125,548,685.00 ",498,English,USA,R,"$52,000,000.00 ",2000,7.3,135246,"$73,548,685.00"
How to Lose a Guy in 10 DaysÂ ,Donald Petrie,140,116,Adam Goldberg,Matthew McConaughey,Comedy,Romance,"$105,807,520.00 ",357,English,USA,PG-13,"$50,000,000.00 ",2003,6.4,156717,"$55,807,520.00"
22 Jump StreetÂ ,Phil Lord,330,112,Craig Roberts,Channing Tatum,Action,Comedy,"$191,616,238.00 ",322,English,USA,R,"$50,000,000.00 ",2014,7.1,258186,"$141,616,238.00"
Interview with the Vampire: The Vampire ChroniclesÂ ,Neil Jordan,120,123,Tom Cruise,Brad Pitt,Drama,Fantasy,"$105,264,608.00 ",406,English,USA,R,"$60,000,000.00 ",1994,7.6,239752,"$45,264,608.00"
Yes ManÂ ,Peyton Reed,190,104,Zooey Deschanel,Bradley Cooper,Comedy,Romance,"$97,680,195.00 ",243,English,USA,PG-13,"$70,000,000.00 ",2008,6.8,271691,"$27,680,195.00"
Central IntelligenceÂ ,Rawson Marshall Thurber,177,107,Thomas Kretschmann,Dwayne Johnson,Action,Comedy,"$126,088,877.00 ",110,English,USA,PG-13,"$50,000,000.00 ",2016,6.6,33354,"$76,088,877.00"
StepmomÂ ,Chris Columbus,65,124,Liam Aiken,Julia Roberts,Comedy,Drama,"$91,030,827.00 ",252,English,USA,PG-13,"$50,000,000.00 ",1998,6.7,46482,"$41,030,827.00"
Daddy's HomeÂ ,Sean Anders,145,96,Linda Cardellini,Will Ferrell,Comedy,Family,"$150,315,155.00 ",130,English,USA,PG-13,"$50,000,000.00 ",2015,6.1,54010,"$100,315,155.00"
Into the WoodsÂ ,Rob Marshall,321,125,Meryl Streep,Johnny Depp,Adventure,Comedy,"$127,997,349.00 ",779,English,USA,PG,"$50,000,000.00 ",2014,6,101178,"$77,997,349.00"
Inside ManÂ ,Spike Lee,230,129,James Ransone,Denzel Washington,Crime,Drama,"$88,504,640.00 ",646,English,USA,R,"$45,000,000.00 ",2006,7.6,273108,"$43,504,640.00"
PaybackÂ ,Brian Helgeland,143,90,Deborah Kara Unger,Bill Duke,Action,Crime,"$81,517,441.00 ",394,English,USA,R,"$50,000,000.00 ",1999,7.1,111368,"$31,517,441.00"
CongoÂ ,Frank Marshall,55,109,Joe Don Baker,Dylan Walsh,Action,Adventure,"$81,022,333.00 ",147,English,USA,PG-13,"$50,000,000.00 ",1995,5,34471,"$31,022,333.00"
We Bought a ZooÂ ,Cameron Crowe,257,124,Matt Damon,Scarlett Johansson,Comedy,Drama,"$75,621,915.00 ",199,English,USA,PG,"$20,000,000.00 ",2011,7.1,111003,"$55,621,915.00"
KnowingÂ ,Alex Proyas,279,121,Ben Mendelsohn,Nicolas Cage,Drama,Mystery,"$79,948,113.00 ",791,English,USA,PG-13,"$50,000,000.00 ",2009,6.2,186879,"$29,948,113.00"
Failure to LaunchÂ ,Tom Dey,143,95,Matthew McConaughey,Bradley Cooper,Comedy,Romance,"$88,658,172.00 ",242,English,USA,PG-13,"$50,000,000.00 ",2006,5.6,58412,"$38,658,172.00"
The Ring TwoÂ ,Hideo Nakata,196,128,Gary Cole,Naomi Watts,Horror,Mystery,"$75,888,270.00 ",560,English,USA,PG-13,"$20,000,000.00 ",2005,5.4,71153,"$55,888,270.00"
"Crazy, Stupid, Love.Â ",Glenn Ficarra,310,118,Emma Stone,Ryan Gosling,Comedy,Drama,"$84,244,877.00 ",292,English,USA,PG-13,"$50,000,000.00 ",2011,7.4,375456,"$34,244,877.00"
GarfieldÂ ,Peter Hewitt,116,80,Mark Christopher Lawrence,Bill Murray,Animation,Comedy,"$75,367,693.00 ",232,English,USA,PG,"$35,000,000.00 ",2004,5,58961,"$40,367,693.00"
Christmas with the KranksÂ ,Joe Roth,105,99,Cheech Marin,Jamie Lee Curtis,Comedy,Family,"$73,701,902.00 ",209,English,USA,PG,"$60,000,000.00 ",2004,5.2,27548,"$13,701,902.00"
MoneyballÂ ,Bennett Miller,419,133,Robin Wright,Philip Seymour Hoffman,Biography,Drama,"$75,605,492.00 ",312,English,USA,PG-13,"$50,000,000.00 ",2011,7.6,283563,"$25,605,492.00"
OutbreakÂ ,Wolfgang Petersen,64,127,Morgan Freeman,Kevin Spacey,Action,Drama,"$67,823,573.00 ",130,English,USA,R,"$50,000,000.00 ",1995,6.6,91176,"$17,823,573.00"
Non-StopÂ ,Jaume Collet-Serra,359,106,Nate Parker,Liam Neeson,Action,Mystery,"$91,439,400.00 ",384,English,UK,PG-13,"$50,000,000.00 ",2014,7,200647,"$41,439,400.00"
Race to Witch MountainÂ ,Andy Fickman,166,98,Billy Brown,Dwayne Johnson,Action,Adventure,"$67,128,202.00 ",110,English,USA,PG,"$65,000,000.00 ",2009,5.7,43328,"$2,128,202.00"
V for VendettaÂ ,James McTeigue,525,132,Eddie Marsan,Natalie Portman,Action,Drama,"$70,496,802.00 ",2042,English,USA,R,"$54,000,000.00 ",2005,8.2,791783,"$16,496,802.00"
Shanghai KnightsÂ ,David Dobkin,165,114,Anna-Louise Plowman,Fann Wong,Action,Adventure,"$60,470,220.00 ",192,English,USA,PG-13,"$50,000,000.00 ",2003,6.2,81444,"$10,470,220.00"
UnforgottenÂ             ,Unknown,2,45,Gemma Jones,Bernard Hill,Crime,Drama,"$25,517,500.00 ",9,English,UK,Unknown,"$20,000,000.00 ",2005,7.9,1824,"$5,517,500.00"
Curious GeorgeÂ ,Matthew O'Callaghan,87,78,Frank Welker,Will Ferrell,Adventure,Animation,"$58,336,565.00 ",118,English,USA,G,"$50,000,000.00 ",2006,6.6,12845,"$8,336,565.00"
Herbie Fully LoadedÂ ,Angela Robinson,117,101,Thomas Lennon,Scoot McNairy,Adventure,Comedy,"$66,002,004.00 ",168,English,USA,G,"$50,000,000.00 ",2005,4.7,36431,"$16,002,004.00"
Don't Say a WordÂ ,Gary Fleder,113,113,Jennifer Esposito,Oliver Platt,Crime,Drama,"$54,997,476.00 ",248,English,USA,R,"$50,000,000.00 ",2001,6.3,40362,"$4,997,476.00"
Hansel & Gretel: Witch HuntersÂ ,Tommy Wirkola,349,98,Derek Mears,Jeremy Renner,Action,Fantasy,"$55,682,070.00 ",304,English,Germany,R,"$50,000,000.00 ",2013,6.1,159868,"$5,682,070.00"
UnfaithfulÂ ,Adrian Lyne,152,124,Erik Per Sullivan,Olivier Martinez,Drama,Thriller,"$52,752,475.00 ",533,English,USA,R,"$50,000,000.00 ",2002,6.7,63067,"$2,752,475.00"
I Am Number FourÂ ,D.J. Caruso,288,109,Emily Wickersham,Alex Pettyfer,Action,Adventure,"$55,092,830.00 ",329,English,USA,PG-13,"$60,000,000.00 ",2011,6.1,195043,"-$4,907,170.00"
SyrianaÂ ,Stephen Gaghan,358,128,Amr Waked,Matt Damon,Drama,Thriller,"$50,815,288.00 ",625,English,USA,R,"$50,000,000.00 ",2005,7,109188,"$815,288.00"
13 HoursÂ ,Michael Bay,204,144,James Badge Dale,Toby Stephens,Action,Drama,"$52,822,418.00 ",219,English,USA,R,"$50,000,000.00 ",2016,7.4,47764,"$2,822,418.00"
The Book of LifeÂ ,Jorge R. GutiÃ©rrez,156,95,Hector Elizondo,Channing Tatum,Adventure,Animation,"$50,150,619.00 ",102,English,USA,PG,"$50,000,000.00 ",2014,7.3,45580,"$150,619.00"
FirewallÂ ,Richard Loncraine,171,105,Harrison Ford,Jimmy Bennett,Crime,Thriller,"$48,745,150.00 ",306,English,USA,PG-13,"$50,000,000.00 ",2006,5.8,50170,"-$1,254,850.00"
Absolute PowerÂ ,Clint Eastwood,76,121,Mark Margolis,Clint Eastwood,Action,Crime,"$50,007,168.00 ",142,English,USA,R,"$50,000,000.00 ",1997,6.7,39529,"$7,168.00"
G.I. JaneÂ ,Ridley Scott,97,125,Demi Moore,Viggo Mortensen,Action,Drama,"$48,154,732.00 ",142,English,USA,R,"$50,000,000.00 ",1997,5.8,60326,"-$1,845,268.00"
The GameÂ ,David Fincher,157,129,Armin Mueller-Stahl,Deborah Kara Unger,Drama,Mystery,"$48,265,581.00 ",506,English,USA,R,"$50,000,000.00 ",1997,7.8,261069,"-$1,734,419.00"
Silent HillÂ ,Christophe Gans,267,132,Deborah Kara Unger,Radha Mitchell,Adventure,Horror,"$46,982,632.00 ",1740,English,Canada,R,"$50,000,000.00 ",2006,6.6,172792,"-$3,017,368.00"
The ReplacementsÂ ,Howard Deutch,118,118,Jon Favreau,Keanu Reeves,Comedy,Sport,"$44,737,059.00 ",261,English,USA,PG-13,"$50,000,000.00 ",2000,6.5,48322,"-$5,262,941.00"
American ReunionÂ ,Jon Hurwitz,291,113,Dania Ramirez,Alyson Hannigan,Comedy,NA,"$56,724,080.00 ",181,English,USA,R,"$50,000,000.00 ",2012,6.7,172112,"$6,724,080.00"
The NegotiatorÂ ,F. Gary Gray,68,140,Michael Cudlitz,Kevin Spacey,Action,Crime,"$44,484,065.00 ",279,English,Germany,R,"$50,000,000.00 ",1998,7.3,107227,"-$5,515,935.00"
Into the StormÂ ,Steven Quale,228,89,Alycia Debnam-Carey,Matt Walsh,Action,Thriller,"$47,553,512.00 ",210,English,USA,PG-13,"$50,000,000.00 ",2014,5.8,54101,"-$2,446,488.00"
Beverly Hills Cop IIIÂ ,John Landis,36,104,Jon Tenney,Louis Lombardi,Action,Comedy,"$42,610,000.00 ",114,English,USA,R,"$55,000,000.00 ",1994,5.5,60293,"-$12,390,000.00"
Gremlins 2: The New BatchÂ ,Joe Dante,105,106,Robert Picardo,Christopher Lee,Comedy,Fantasy,"$41,482,207.00 ",148,English,USA,PG-13,"$50,000,000.00 ",1990,6.3,68428,"-$8,517,793.00"
The JudgeÂ ,David Dobkin,276,141,Robert Duvall,Robert Downey Jr.,Crime,Drama,"$47,105,085.00 ",275,English,USA,R,"$50,000,000.00 ",2014,7.4,136973,"-$2,894,915.00"
The PeacemakerÂ ,Mimi Leder,93,124,Holt McCallany,Armin Mueller-Stahl,Action,Thriller,"$41,256,277.00 ",156,English,USA,R,"$50,000,000.00 ",1997,5.9,46451,"-$8,743,723.00"
Resident Evil: ApocalypseÂ ,Alexander Witt,191,98,Thomas Kretschmann,Milla Jovovich,Action,Horror,"$50,740,078.00 ",672,English,Germany,R,"$45,000,000.00 ",2004,6.2,151580,"$5,740,078.00"
Bridget Jones: The Edge of ReasonÂ ,Beeban Kidron,143,108,Jim Broadbent,Colin Firth,Comedy,Drama,"$40,203,020.00 ",259,English,UK,R,"$40,000,000.00 ",2004,5.9,74315,"$203,020.00"
Out of TimeÂ ,Carl Franklin,124,114,Sanaa Lathan,Denzel Washington,Crime,Drama,"$40,905,277.00 ",157,English,USA,R,"$50,000,000.00 ",2003,6.5,45895,"-$9,094,723.00"
On Deadly GroundÂ ,Steven Seagal,47,101,Joan Chen,Mike Starr,Action,Adventure,"$38,590,500.00 ",140,English,USA,R,"$50,000,000.00 ",1994,4.4,17997,"-$11,409,500.00"
The Adventures of Sharkboy and Lavagirl 3-DÂ ,Robert Rodriguez,66,93,Kristin Davis,Taylor Lautner,Action,Adventure,"$39,177,541.00 ",177,English,USA,PG,"$50,000,000.00 ",2005,3.5,20310,"-$10,822,459.00"
The BeachÂ ,Danny Boyle,118,119,Virginie Ledoyen,Leonardo DiCaprio,Adventure,Drama,"$39,778,599.00 ",548,English,USA,R,"$50,000,000.00 ",2000,6.6,176169,"-$10,221,401.00"
Raising HelenÂ ,Garry Marshall,93,119,Felicity Huffman,Amber Valletta,Comedy,Drama,"$37,486,138.00 ",106,English,USA,PG-13,"$50,000,000.00 ",2004,6,30890,"-$12,513,862.00"
Ninja AssassinÂ ,James McTeigue,235,99,Ben Miles,ShÃ´ Kosugi,Action,Crime,"$38,105,077.00 ",194,English,USA,R,"$40,000,000.00 ",2009,6.4,58349,"-$1,894,923.00"
For Love of the GameÂ ,Sam Raimi,113,137,Kelly Preston,J.K. Simmons,Drama,Romance,"$35,168,395.00 ",226,English,USA,PG-13,"$50,000,000.00 ",1999,6.5,26034,"-$14,831,605.00"
A Touch of FrostÂ             ,Unknown,14,105,Bruce Alexander,David Jason,Crime,Drama,"$25,517,500.00 ",33,English,UK,Unknown,"$20,000,000.00 ",2005,7.8,4438,"$5,517,500.00"
StripteaseÂ ,Andrew Bergman,51,117,Rumer Willis,Demi Moore,Comedy,Crime,"$32,800,000.00 ",118,English,USA,R,"$40,000,000.00 ",1996,4.3,34896,"-$7,200,000.00"
MarmadukeÂ ,Tom Dey,98,87,Judy Greer,Emma Stone,Comedy,Family,"$33,643,461.00 ",65,English,USA,PG,"$50,000,000.00 ",2010,4.2,11257,"-$16,356,539.00"
HereafterÂ ,Clint Eastwood,315,129,Jay Mohr,Matt Damon,Drama,Fantasy,"$32,741,596.00 ",323,English,USA,PG-13,"$50,000,000.00 ",2010,6.5,80140,"-$17,258,404.00"
Murder by NumbersÂ ,Barbet Schroeder,136,115,Chris Penn,Ryan Gosling,Crime,Mystery,"$31,874,869.00 ",302,English,USA,R,"$50,000,000.00 ",2002,6.1,43574,"-$18,125,131.00"
AssassinsÂ ,Richard Donner,61,132,Sylvester Stallone,Muse Watson,Action,Crime,"$30,306,268.00 ",84,English,France,R,"$50,000,000.00 ",1995,6.3,62981,"-$19,693,732.00"
Hannibal RisingÂ ,Peter Webber,209,131,Stephen Walters,Li Gong,Crime,Drama,"$27,667,947.00 ",392,English,UK,R,"$50,000,000.00 ",2007,6.2,86374,"-$22,332,053.00"
The Story of UsÂ ,Rob Reiner,99,95,Tim Matheson,Bruce Willis,Comedy,Drama,"$27,067,160.00 ",150,English,USA,R,"$50,000,000.00 ",1999,5.9,18404,"-$22,932,840.00"
The HostÂ ,Andrew Niccol,298,125,Chandler Canterbury,J.D. Evermore,Action,Adventure,"$26,616,999.00 ",347,English,USA,PG-13,"$40,000,000.00 ",2013,5.9,92461,"-$13,383,001.00"
BasicÂ ,John McTiernan,131,98,Harry Connick Jr.,Connie Nielsen,Action,Crime,"$26,536,120.00 ",286,English,Germany,R,"$50,000,000.00 ",2003,6.5,49926,"-$23,463,880.00"
Blood WorkÂ ,Clint Eastwood,146,110,Anjelica Huston,Clint Eastwood,Action,Crime,"$26,199,517.00 ",260,English,USA,R,"$50,000,000.00 ",2002,6.4,34356,"-$23,800,483.00"
The InternationalÂ ,Tom Tykwer,245,118,BrÃ?an F. O'Byrne,Naomi Watts,Action,Crime,"$25,450,527.00 ",190,English,USA,R,"$50,000,000.00 ",2009,6.5,80196,"-$24,549,473.00"
Escape from L.A.Â ,John Carpenter,104,101,Valeria Golino,Steve Buscemi,Action,Adventure,"$25,407,250.00 ",227,English,USA,R,"$50,000,000.00 ",1996,5.7,54021,"-$24,592,750.00"
TwistedÂ             ,Unknown,4,60,Brittany Curran,Grey Damon,Drama,Mystery,"$25,517,500.00 ",22,English,USA,Unknown,"$20,000,000.00 ",2005,7.5,7945,"$5,517,500.00"
The Iron GiantÂ ,Brad Bird,162,90,Harry Connick Jr.,Vin Diesel,Action,Adventure,"$23,159,305.00 ",514,English,USA,PG,"$70,000,000.00 ",1999,8,128455,"-$46,840,695.00"
The Life Aquatic with Steve ZissouÂ ,Wes Anderson,259,119,Anjelica Huston,Bill Murray,Adventure,Comedy,"$24,006,726.00 ",632,English,USA,R,"$50,000,000.00 ",2004,7.3,139535,"-$25,993,274.00"
